Processor,Camera,phoneName,price,ram_memory,rom_memory,Display Size,battery
MediaTek | MT6762 octa core Processor,48MP Rear Camera,Realme 5i ,"10,999",3 GB RAM , 32 GB ROM ,6.1 cm  ,4500 
Qualcomm Snapdragon 439 Processor,48MP Rear Camera,Nokia 2.4 ,"10,399",1 GB RAM , 16 GB ROM ,16.36 cm  Full HD+ ,4500 
Qualcomm Snapdragon 665 Processor,48MP Rear Camera,Vivo U10 ,"10,990",4 GB RAM , 128 GB ROM,16.69 cm  Full HD+ ,5020 
Qualcomm Snapdragon 665 Processor,48MP + 2MP + 16MP | 32MP Front Camera,Apple iPhone 12 ,"84,900",2 GB RAM , 16 GB ROM ,120 Hz Smooth ,4000 
Qualcomm Snapdragon 665 Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone SE ,"49,999",8 GB RAM , 128 GB ROM,16.26 cm  Full HD+ ,3260 
A13 Bionic Chip Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,Samsung M01 core ,"6,290",8 GB RAM , 128 GB ROM ,In-,4000 
Qualcomm Snapdragon 675AIE Processor,48MP + 8MP + 2MP | 16MP Front Camera,Vivo Z1Pro ,"17,990",4 GB RAM , 64 GB ROM,16.36 cm  Full HD+ ,3200 
SDM710 Processor,48MP + 8MP + 2MP | 16MP Front Camera,Vivo Z1Pro ,"14,990",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,2200 
MTK Helio P70 Processor,48MP + 2MP + Low Light Sensor | 16MP Front Camera,OPPO A15S ,"12,490",4 GB RAM , 32 GB ROM ,16.56 cm  HD+ ,2730 
Qualcomm Snapdragon 720G Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,Redmi Note 6 Pro ,"11,999",3 GB RAM , 32 GB ROM ,14.48 cm  HD+ ,3000 
A14 Bionic Chip with Next Generation Neural Engine Processor,13MP + 2MP | 5MP Front Camera,Redmi Note 6 Pro ,"14,998",3 GB RAM , 16 GB ROM ,16.36 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,13MP + 8MP + 2MP | 8MP Front Camera,Redmi Note 9 pro max ,"15,667",1 GB RAM , 16 GB ROM ,In-,3000 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Realme 6 ,"16,999",4 GB RAM , 64 GB ROM ,Super AMOLED ,5000 
Qualcomm Snapdragon 675AIE Processor,12MP Rear Camera | 7MP Front Camera,Redmi Note 7 Pro ,"13,999",3 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,4500 
Qualcomm Snapdragon 720G Processor,8MP Rear Camera | 5MP Front Camera,Realme 5i ,"11,999",2 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,4350 
SDM710 Processor,16MP + 2MP + 8MP | 32MP Front Camera,Realme 5i ,"10,999",2 GB RAM , 16 GB ROM ,16.36 cm  Full HD+ ,4350 
Exynos 9611 Processor,16MP + 2MP + 8MP | 32MP Front Camera,Samsung Galaxy M51 ,"26,447",2 GB RAM , 32 GB ROM ,6.1 cm  ,3000 
MediaTek Helio G90T Processor,13MP Rear Camera,Realme 6 ,"16,999",8 GB RAM , 128 GB ROM ,11.94 cm  Retina HD ,4000 
Exynos 9611 Processor,12MP + 5MP | 20MP + 2MP Dual Front Camera,Samsung GALAXY M51 ,"22,990",8 GB RAM , 128 GB ROM,15.49 cm  ,5000 
MediaTek Helio P60 Octa Core 2.0 GHz Processor,12MP + 5MP | 20MP + 2MP Dual Front Camera,Realme 5i ,"11,999",8 GB RAM , 128 GB ROM,11.94 cm  Retina HD ,4230 
MediaTek Helio P60 Octa Core 2.0 GHz Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Realme 5i ,"10,999",2 GB RAM , 16 GB ROM ,16.66 cm  Full HD+ E3 Super AMOLED ,4000 
MediaTek Helio P60 Octa Core 2.0 GHz Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Motorola G9 ,"10,999",4 GB RAM , 64 GB ROM,16.59 cm  Full HD+ ,3340 
MediaTek Helio P60 Octa Core 2.0 GHz Processor,48MP + 5MP | 13MP Front Camera,OPPO A9 2020 ,"15,990",4 GB RAM , 64 GB ROM,16.59 cm  Full HD+ ,3000 
Exynos 9611 Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,OPPO A9 2020 ,"14,990",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,3000 
Exynos 990 Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,OPPO A9 2020 ,"14,990",4 GB RAM , 64 GB ROM ,15.49 cm  ,2000 
Qualcomm Snapdragon 439 Processor,64MP Rear Camera,Redmi K20 Pro ,"26,999",4 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,4500 
Qualcomm SM6150 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone 11 ,"59,999",2 GB RAM , 32 GB ROM ,16.94 cm  Full HD+ ,4000 
Qualcomm Snapdragon 730 Processor,64MP Rear Camera,Apple iPhone 12 ,"79,900",4 GB RAM , 32 GB ROM ,16.59 cm  HD+ ,4000 
Unisoc Processor,ONE YEAR COMPANY WARRANTY,Apple iPhone 11 Pro ,"1,17,900",1 GB RAM , 8 GB ROM ,16.69 cm  Full HD+ ,4000 
Kirin 659 Octa Core Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,OPPO A52 ,"16,990",6 GB RAM , 128 GB ROM ,120 Hz Smooth ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,Realme 6 ,"16,999",12 GB RAM , 256 GB ROM,16.69 cm  Full HD+ ,5000 
Qualcomm Snapdragon 435 Processor,48MP + 2MP + 2MP | 8MP Front Camera,Apple iPhone 12 Pro ,"1,19,900",8 GB RAM , 128 GB ROM,120 Hz Smooth ,4000 
Qualcomm Snapdragon 439 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone 12 ,"84,900",12 GB RAM , 256 GB ROM,13.46 cm  Full HD+ ,4000 
MediaTek Helio G90T Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Honor 9X ,"13,999",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,2600 
"Octa core (2 GHz, Dual core, Kryo 460 + 1.7 GHz, Hexa Core, Kryo 460) Processor",48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Samsung M31 Prime ,"17,368",4 GB RAM , 64 GB ROM,16.59 cm  Full HD+ ,3000 
MediaTek Helio G90T Processor,48MP + 13MP + 8MP | 20MP Front Camera,Infinix S5 Pro ,"12,999",8 GB RAM , 128 GB ROM ,15.49 cm  Super Retina XDR ,4500 
MTK MT6771V (P70) Processor,12MP + 12MP | 12MP Front Camera,Vivo Z1Pro ,"15,990",2 GB RAM , 16 GB ROM ,All Screen OLED ,4000 
Qualcomm Snapdragon 665 Processor,12MP + 12MP | 12MP Front Camera,Samsung Galaxy M31s ,"19,880",1 GB RAM , 16 GB ROM ,13.84 cm  HD+ ,4000 
Kirin 659 Octa Core Processor,12MP + 12MP + 12MP | 12MP Front Camera,Samsung Galaxy A10s ,"10,999",2 GB RAM , 16 GB ROM ,16.51 cm  HD+ ,4000 
MediaTek Helio P22 (MT6762) Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO Reno2 Z ,"27,490",6 GB RAM , 128 GB ROM ,Super AMOLED ,4000 
MediaTek Helio P22 (MT6762) Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro Max ,"15,557",12 GB RAM , 256 GB ROM,11.94 cm  Retina HD ,5000 
MediaTek Helio G35 (MT6765V/WB) Processor,12MP + 12MP + 12MP | 12MP Front Camera,Vivo Z1Pro ,"15,990",8 GB RAM , 128 GB ROM,16.54 cm  HD+ ,4000 
MediaTek Helio G35 (MT6765V/WB) Processor,12MP + 12MP | 12MP Front Camera,Redmi Y1 lite ,"7,400",12 GB RAM , 256 GB ROM,16.59 cm  ,4000 
Exynos 990 Processor,48MP + 8MP + 2MP | 16MP Front Camera,OPPO Reno2 Z ,"27,490",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,4000 
Qualcomm Snapdragon 660 AIE Processor,64MP Rear Camera,Realme X50 Pro ,"47,999",4 GB RAM , 64 GB ROM,16.26 cm  Full HD+ ,3000 
Qualcomm Snapdragon 855 Plus Processor,48MP + 2MP + Low Light Sensor | 16MP Front Camera,LG W10 Alpha ,"7,590",8 GB RAM , 128 GB ROM ,16.71 cm  Full HD+ ,5000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,16MP + 2MP + 8MP | 32MP Front Camera,OPPO A15 ,"9,390",2 GB RAM , 16 GB ROM ,16.26 cm  Full HD+ ,5000 
MTK MT6771V (P70) Processor,64MP Rear Camera,Samsung Galaxy A21s ,"16,499",6 GB RAM , 128 GB ROM,Super AMOLED ,5000 
Qualcomm Snapdragon 660 AIE Processor,13MP + 2MP | 8MP Front Camera,LG G8X ,"27,990",2 GB RAM , 16 GB ROM ,13.84 cm  FWVGA ,3500 
Qualcomm SM6150 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme Narzo 10A ,"8,999",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,4300 
Qualcomm Snapdragon 665 AIE Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,OPPO A31 ,"13,930",4 GB RAM , 64 GB ROM ,Super AMOLED ,2500 
Qualcomm Snapdragon 625 Processor,16MP + 2MP + 8MP | 32MP Front Camera,Realme X ,"21,999",4 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,5020 
Qualcomm Snapdragon 855 (SM8150) Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y15 ,"12,990",4 GB RAM , 64 GB ROM ,15.49 cm  ,6000 
Qualcomm Snapdragon 712 AIE Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone 12 Mini ,"69,900",6 GB RAM , 64 GB ROM ,15.49 cm  ,4230 
Qualcomm Snapdragon 712 AIE Processor,64MP + 12MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Redmi Note 9 Pro Max ,"19,999",3 GB RAM , 32 GB ROM ,13.84 cm  HD+ ,4230 
A14 Bionic Chip with Next Generation Neural Engine Processor,8MP Rear Camera | 8MP Front Camera,OPPO Reno3 Pro ,"27,990",4 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,4200 
Qualcomm Snapdragon 636 Processor,13MP Rear Camera,Samsung Galaxy A21s ,"17,499",6 GB RAM , 128 GB ROM ,16.69 cm  Full HD+ ,4200 
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Samsung Galaxy A10s ,"10,000",2 GB RAM , 32 GB ROM ,120 Hz Smooth ,4500 
Qualcomm Snapdragon 720G Octa Core Processor,12MP + 13MP | 32MP Front Camera,OPPO A52 ,"13,990",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,5000 
MediaTek Helio G35 (MT6765V/WB) Processor,12MP + 2MP + 2MP | 5MP Front Camera,OPPO A5 2020 ,"13,990",8 GB RAM , 128 GB ROM,16.36 cm  Full HD+ ,4230 
MediaTek Helio G35 (MT6765V/WB) Processor,12MP + 2MP + 2MP | 8MP Front Camera,Samsung Galaxy A70s ,"25,999",8 GB RAM , 256 GB ROM,In-,5000 
A12 Bionic Chip Processor,48MP + 5MP | 16MP Front Camera,Samsung Galaxy S10 Lite ,"45,999",8 GB RAM , 128 GB ROM ,Super AMOLED ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,13MP + 2MP + 8MP | 16MP Front Camera,OPPO Reno2 Z ,"27,490",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4500 
Exynos Octa-Core 1.6GHz Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"50,999",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Vivo S1 ,"18,990",4 GB RAM , 64 GB ROM,16.36 cm  Full HD+ ,4500 
Qualcomm Snapdragon 665 AIE Processor,64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera,Apple iPhone XR ,"43,999",4 GB RAM , 128 GB ROM ,16.36 cm  Full HD+ ,4500 
A14 Bionic Chip with Next Generation Neural Engine Processor,World's 1st 44MP Dual Punch Hole Camera,Samsung Galaxy Note10 Lite ,"39,999",8 GB RAM , 128 GB ROM ,16.0 cm  Full HD+ ,4020 
Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Redmi Y2 ,"9,499",6 GB RAM , 128 GB ROM,17.02 cm  ,4000 
MediaTek Helio P60 Octa Core 2.0 GHz Processor,13MP + 2MP | 8MP Front Camera,Realme 6 Pro ,"18,999",8 GB RAM , 128 GB ROM ,17.4 cm  Full HD+ ,3000 
A13 Bionic Chip Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro ,"17,199",8 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,Infinix S5 Pro ,"12,999",6 GB RAM , 128 GB ROM ,15.75 cm  HD+ ,4000 
HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,64MP + 5MP + 8MP | 32MP Front Camera,Realme 5i ,"11,999",4 GB RAM , 128 GB ROM,16.51 cm  HD+ ,4000 
MediaTek P22 Octa Core 2.0 GHz Processor,48MP + 12MP + 5MP | 32MP Front Camera,Mi A2 ,"13,999",4 GB RAM , 64 GB ROM ,Super AMOLED ,2300 
MediaTek P22 Octa Core 2.0 GHz Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 6 Pro ,"18,999",4 GB RAM , 64 GB ROM,16.59 cm  Full HD+ ,4230 
Qualcomm Snapdragon 675 Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone SE ,"49,999",8 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,16MP + 8MP + 2MP | 32MP Front Camera,Realme 3i ,"8,499",8 GB RAM , 256 GB ROM,16.94 cm  Full HD+ ,4500 
MediaTek P22 Octa Core 2.0 GHz Processor,12MP Rear Camera | 7MP Front Camera,Vivo V15 ,"21,099",1 GB RAM , 16 GB ROM ,144Hz Intelligent AdaptiveSync ,3000 
MT6739WW Processor,12MP + 12MP + 12MP | 32MP Front Camera,Apple iPhone 12 Mini ,"74,900",3 GB RAM , 32 GB ROM ,16.94 cm  Full HD+ ,2500 
A13 Bionic Chip Processor,12MP + 5MP | 16MP Front Camera,OPPO A5 2020 ,"13,990",2 GB RAM , 16 GB ROM ,16.51 cm  HD+ ,4300 
Qualcomm Snapdragon 425 Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Apple iPhone 11 ,"59,999",6 GB RAM , 64 GB ROM,15.21 cm  HD+ ,4000 
Qualcomm Snapdragon 712 AIE Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Samsung Galaxy M01s  ,"9,543",2 GB RAM , 16 GB ROM ,16.26 cm  Full HD+ ,3080 
MediaTek Helio G90T Processor,48MP + 2MP + Low Light Sensor | 16MP Front Camera,Redmi 8A Dual ,"8,299",3 GB RAM , 16 GB ROM ,Super AMOLED ,3600 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,OPPO A5 2020 ,"12,490",6 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,2000 
Qualcomm Snapdragon 660 AIE Processor,20MP + 12MP | 20MP Front Camera,OPPO A52 ,"18,990",6 GB RAM , 64 GB ROM,15.8 cm  HD+ ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,OPPO A52 ,"16,990",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,6000 
Qualcomm Snapdragon 450 Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone 11 Pro ,"99,900",4 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,3000 
Qualcomm SDM450-B01 Processor,13MP + 2MP | 13MP Front Camera,Vivo V17 ,"24,990",1 GB RAM , 8 GB ROM ,15.49 cm  Liquid Retina HD ,4500 
Qualcomm MSM8974 Snapdragon 800 Krait 400 Processor,12MP + 5MP + 8MP | 32MP Front Camera,Motorola Razr ,"74,999",3 GB RAM , 32 GB ROM ,16.59 cm  Full HD+ ,4500 
MTK6737 Processor,12MP + 12MP | 12MP Front Camera,Redmi 7 ,"7,078",8 GB RAM , 128 GB ROM,16.51 cm  HD+ ,3000 
Snapdragon 435 Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,Vivo V15 ,"21,099",4 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,4000 
2.0 GHz Mediatek P22 Octacore Processor,12MP + 12MP | 12MP Front Camera,Redmi 7 ,"7,089",6 GB RAM , 128 GB ROM,15.8 cm  HD+ ,5020 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 8MP Front Camera,Redmi Note 9 Pro Max ,"19,999",6 GB RAM , 128 GB ROM,16.51 cm  Full HD+ ,4500 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 8MP Front Camera,Apple iPhone 12 Mini ,"74,900",3 GB RAM , 32 GB ROM ,Super AMOLED ,4020 
MediaTek Helio G90T Processor,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,Samsung Galaxy M30S ,"15,999",4 GB RAM , 64 GB ROM ,16.33 cm  Full HD+ ,4015 
MediaTek Dimensity 1000+ (MT6889) Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi 9 Power ,"14,595",6 GB RAM , 64 GB ROM ,In-,2000 
MediaTek Dimensity 1000+ (MT6889) Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone 11 Pro ,"99,900",8 GB RAM , 256 GB ROM ,16.51 cm  HD+ ,2000 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 12MP + 12MP | 12MP Front Camera,Vivo V17 ,"24,990",6 GB RAM , 128 GB ROM ,15.49 cm  ,4000 
MediaTek Helio A22 Processor,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,Realme 7 Pro ,"19,990",8 GB RAM , 128 GB ROM,16.59 cm  Full HD+ ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,16MP Rear Camera | 5MP Front Camera,Motorola Razr ,"74,999",1 GB RAM , 8 GB ROM ,16.59 cm  Full HD+ ,6000 
Exynos 7904 Processor,12MP Rear Camera,Samsung Galaxy M30s ,"14,082",1 GB RAM , 8 GB ROM ,16.94 cm  Full HD+ ,4000 
Qualcomm Snapdragon 450 Processor,12MP + 5MP + 8MP | 32MP Front Camera,Redmi Note 8 Pro ,"15,999",2 GB RAM , 16 GB ROM ,15.49 cm  ,3950 
Qualcomm Snapdragon 675 Processor,12MP Rear Camera,Samsung Galaxy M30s ,"15,500",3 GB RAM , 32 GB ROM ,16.51 cm  HD+ ,3260 
Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Realme 3i ,"10,499",6 GB RAM , 128 GB ROM,16.51 cm  HD+ ,3260 
Mediateck Processor,12MP + 12MP | 12MP Front Camera,Realme 3i ,"8,499",2 GB RAM , 32 GB ROM ,16.36 cm  Full HD+ ,3260 
A13 Bionic Chip Processor,48MP + 8MP | 16MP Front Camera,Realme 3i ,"8,499",3 GB RAM , 32 GB ROM,In-,3315 
A13 Bionic Chip Processor,48MP Rear Camera | 8MP Front Camera,Realme 3i ,"10,499",4 GB RAM , 64 GB ROM ,Super AMOLED ,4000 
ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12MP + 12MP + 12MP | 12MP Front Camera,Samsung Galaxy A51 ,"22,999",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4000 
Exynos 3475 Quad Core 1.3GHz Processor,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,Samsung Galaxy S20+ ,"54,999",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4020 
Qualcomm Snapdragron 675 Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Redmi 8A ,"6,999",6 GB RAM , 64 GB ROM ,15.49 cm  Super Retina XDR ,4300 
Qualcomm Snapdragon 855 Plus Processor,16MP Rear Camera | 5MP Front Camera,Samsung Galaxy M30S ,"15,999",6 GB RAM , 128 GB ROM,All Screen OLED ,4000 
Qualcomm Snapdragon 855 Plus Processor,48MP Rear Camera | 16MP Front Camera,Samsung Galaxy A70s ,"22,999",3 GB RAM , 32 GB ROM ,16.76 cm  Full HD+ ,4000 
Qualcomm Snapdragon 855 Plus Processor,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,Redmi K20 ,"24,999",4 GB RAM , 128 GB ROM ,90 Hz Ultra Smooth ,2500 
Qualcomm SDM450-B01 Processor,48MP Rear Camera | 16MP Front Camera,Nokia 225 4G DS 2020,"4,000",8 GB RAM , 256 GB ROM,Side Fingerprint Sensor | Dual In ,4000 
Qualcomm Snapdragon 450 Processor,13MP + 2MP | 13MP Front Camera,Honor 9N ,"19,999",2 GB RAM , 16 GB ROM ,16.26 cm  Full HD+ ,4000 
Qualcomm Snapdragon 720G Octa Core Processor,13MP + 2MP | 13MP Front Camera,Apple iPhone 12 ,"84,900",3 GB RAM , 32 GB ROM ,In-,2800 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 13MP Front Camera,Redmi Y1 ,"9,500",2 GB RAM , 16 GB ROM ,16.59 cm  Full HD+ ,4000 
Qualcomm MSM8917 Processor,13MP + 2MP | 13MP Front Camera,Redmi 7A ,"6,499",6 GB RAM , 64 GB ROM,11.94 cm  Retina HD ,2000 
Qualcomm Snapdragron 675 Processor,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,Redmi Note 8 Pro ,"19,999",2 GB RAM , 32 GB ROM ,14.48 cm  HD+ ,4230 
Qualcomm Snapdragon 855 Plus Processor,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,Samsung Galaxy A70 ,"30,900",3 GB RAM , 32 GB ROM ,16.0 cm  Full HD+ ,4230 
Qualcomm Snapdragon 855 Plus Processor,12MP Rear Camera | 8MP Front Camera,Redmi Note 8 Pro ,"15,999",6 GB RAM , 64 GB ROM,16.0 cm  Full HD+ ,4230 
Qualcomm Snapdragon 855 Plus Processor,48MP + 8MP | 16MP Front Camera,OPPO F11 ,"13,990",1 GB RAM , 8 GB ROM ,16.51 cm  HD+ ,4300 
Qualcomm SDM450-B01 Processor,64MP + 5MP + 8MP | 32MP Front Camera,OPPO A52 ,"17,999",4 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,4000 
Qualcomm Snapdragon 450 Processor,48MP + 13MP + 8MP | 20MP Front Camera,Honor 9N ,"15,999",3 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,4000 
Qualcomm Snapdragon 720G Octa Core Processor,0.3MP Rear Camera,LG K42 ,"10,990",3 GB RAM , 64 GB ROM ,Super AMOLED ,4000 
Qualcomm Snapdragon 439 Processor,13MP + 2MP | 16MP Front Camera,LG K42 ,"10,990",12 GB RAM , 256 GB ROM ,15.49 cm  ,2500 
Qualcomm Snapdragon 730 Processor,12MP + 12MP | 12MP Front Camera,Micromax IN 1b ,"6,999",4 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,4000 
MediaTek Helio G85 (MT6769V/CZ) Processor,13MP Rear Camera | 16MP Front Camera,Micromax IN 1b ,"6,999",6 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,4000 
MediaTek Helio G85 (MT6769V/CZ) Processor,12MP Rear Camera | 5MP Front Camera,Samsung Galaxy S20 ,"52,905",3 GB RAM , 32 GB ROM ,15.75 cm  HD+ ,2800 
MediaTek Helio G85 (MT6769V/CZ) Processor,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,Redmi Note 7 ,"12,985",2 GB RAM , 16 GB ROM ,16.51 cm  HD+ ,2000 
Mediatek Helio P60 Octacore 2.0 GHz Processor,32MP + 5MP + 8MP | 32MP Front Camera,Realme X2 Pro ,"35,999",6 GB RAM , 64 GB ROM,Super AMOLED ,4230 
Snapdragon 720G Processor,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,Apple iPhone SE ,"34,999",2 GB RAM , 32 GB ROM ,15.49 cm  ,4230 
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 5MP | 16MP Front Camera,OPPO F11 ,"17,990",3 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,4230 
MediaTek MTK6737 Quad Core 1.25 GHz Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi Note 7 ,"12,999",1 GB RAM , 8 GB ROM ,16.51 cm  Full HD+ ,4000 
Qualcomm Snapdragon 720G Processor,13MP + 2MP | 16MP Front Camera,Samsung Galaxy A70s ,"22,999",4 GB RAM , 64 GB ROM ,90 Hz Ultra Smooth ,4300 
Samsung Exynos 9 Octa 9611 Processor,13MP + 5MP + 2MP + 2MP | 8MP Front Camera,Vivo U10 ,"10,990",3 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,4000 
MediaTek Helio P35 Octa Core Processor,13MP + 5MP + 2MP + 2MP | 8MP Front Camera,Moto One ,"14,999",3 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,4000 
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,13MP + 2MP | 8MP Front Camera,Samsung Galaxy S10 Lite ,"40,999",2 GB RAM , 32 GB ROM ,16.66 cm  Full HD+ E3 Super AMOLED ,4000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP | 8MP Front Camera,Vivo Z1x ,"18,990",12 GB RAM , 256 GB ROM ,13.46 cm  Full HD+ ,3315 
Qualcomm Snapdragon 730 Processor,64MP + 12MP + 12MP | 10MP Front Camera,Vivo Z1x ,"16,990",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 730 Processor,12MP + 2MP | 13MP Front Camera,Apple iPhone 12 Mini ,"69,900",6 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,5000 
MediaTek Helio G90T Processor,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,Redmi Note 5 Pro ,"16,999",6 GB RAM , 128 GB ROM,Super AMOLED ,5000 
Qualcomm Snapdragon 665 AIE Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone 12 Pro Max ,"1,39,900",6 GB RAM , 64 GB ROM ,16.51 cm  Full HD+ ,4500 
Qualcomm Snapdragon 450 Processor,48MP + 5MP | 16MP Front Camera,OPPO Reno4 Pro ,"34,990",3 GB RAM , 64 GB ROM,Super AMOLED ,3300 
Helio P22 (MTK6762) Processor,12MP + 2MP | 13MP Front Camera,Micromax IN 1b ,"7,999",6 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,2200 
MediaTek Helio G85 (MT6769V/CZ) Processor,64MP + 5MP + 8MP | 32MP Front Camera,Micromax IN 1b ,"7,999",4 GB RAM , 128 GB ROM,16.59 cm  Full HD+ ,4000 
Qualcomm Snapdragon Processor,13MP + 8MP + 2MP | 8MP Front Camera,Samsung Galaxy M31s ,"21,990",6 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,3040 
