Processor,Camera,phoneName,price,ram_memory,rom_memory,Display Size,battery
Qualcomm Snapdragon 855 (SM8150) Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Redmi Note 9 ,"13,458",6 GB RAM , 128 GB ROM,90 Hz Ultra Smooth ,5020 
Exynos 9611 Processor,64MP Rear Camera,Redmi 9 Power ,"11,406",4 GB RAM , 64 GB ROM ,17.32 cm  HD+ ,3750 
MediaTek Helio G90T Processor,48MP + 8MP + 2MP + AI Lens Camera | 16MP + 8MP Dual Front Camera,Mi 10T ,"37,999",4 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,12MP + 2MP + 2MP | 8MP Front Camera,Redmi Note 9 Pro Max ,"18,389",4 GB RAM , 128 GB ROM ,16.51 cm  ,5000 
Qualcomm Snapdragon 865 Processor,13MP + 2MP | 8MP Front Camera,OPPO A31 ,"14,475",4 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,4000 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Nokia C3 ,"6,999",6 GB RAM , 128 GB ROM,16.51 cm  ,4000 
MediaTek Helio P22 Processor,48MP Rear Camera,Samsung Galaxy A31 ,"17,999",8 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,4000 
Qualcomm Snapdragon 765G Processor,48MP Rear Camera | 8MP Front Camera,Redmi 8A Dual ,"8,419",8 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5000 
Qualcomm Snapdragon 662 Processor,64MP Rear Camera | 20MP Front Camera,Redmi 8A Dual ,"8,598",6 GB RAM , 128 GB ROM ,16.51 cm  Full HD+ ,4500 
Qualcomm SM7150 Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Redmi Note 9 Pro ,"14,423",6 GB RAM , 128 GB ROM ,16.56 cm  HD+ ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP + 2MP + 2MP | 8MP Front Camera,Redmi 9 ,"10,539",4 GB RAM , 64 GB ROM ,16.76 cm  HD+ ,3000 
Exynos 9611 Processor,8MP Rear Camera | 5MP Front Camera,Apple iPhone 11 ,"56,999",4 GB RAM , 64 GB ROM,16.54 cm  HD+ ,5000 
Qualcomm Snapdragon 865 Processor,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,Vivo Z1Pro ,"14,990",3 GB RAM , 64 GB ROM ,16.59 cm  ,5000 
Qualcomm Snapdragon 865 Processor,13MP + 2MP | 8MP Front Camera,OPPO A31 ,"11,990",3 GB RAM , 32 GB ROM ,16.59 cm  ,4230 
Qualcomm SM7150 Processor,13MP + 2MP | 8MP Front Camera,Vivo Y91i ,"8,299",2 GB RAM , 32 GB ROM ,17.22 cm  HD+ ,4000 
Qualcomm Snapdragon 439 Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Vivo Y91i ,"8,950",6 GB RAM , 128 GB ROM ,17.65 cm  HD+ ,4000 
Qualcomm Snapdragon 665 Processor,13MP Rear Camera,Samsung Galaxy A51 ,"22,999",4 GB RAM , 64 GB ROM ,17.65 cm  HD+ ,5020 
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,12MP + 12MP | 12MP Front Camera,OPPO F17 Pro ,"21,490",4 GB RAM , 64 GB ROM,16.51 cm  HD+ ,4300 
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,16MP + 2MP + 8MP | 32MP Front Camera,Nokia 2.4 ,"10,399",6 GB RAM , 64 GB ROM ,16.76 cm  HD+ ,4000 
MediaTek | MT6739WW quad core  Processor,12MP + 2MP + 2MP | 8MP Front Camera,Apple iPhone XR ,"48,999",6 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,5000 
Qualcomm Snapdragon 665 Processor,13MP Rear Camera | 5MP Front Camera,Redmi Note 9 ,"12,555",6 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,5000 
Qualcomm® Snapdragon™ 750G Processor,13MP Rear Camera | 5MP Front Camera,Vivo Y19 ,"12,990",8 GB RAM , 128 GB ROM ,16.76 cm  Full HD+ ,7000 
Qualcomm® Snapdragon™ 750G Processor,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,Redmi Note 9 Pro Max ,"19,499",6 GB RAM , 128 GB ROM ,90 Hz Ultra Smooth ,4300 
MediaTek Helio P22 Processor,48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,Apple iPhone XR ,"43,999",4 GB RAM , 128 GB ROM,Side Fingerprint Sensor | Dual In ,7000 
A13 Bionic Chip Processor,13MP + 2MP | 5MP Front Camera,Realme Narzo 10 ,"11,999",4 GB RAM , 64 GB ROM,16.21 cm  Full HD+ ,5000 
Qualcomm Snapdragon 855+ Processor,12MP Rear Camera | 7MP Front Camera,Realme Narzo 10 ,"11,999",8 GB RAM , 128 GB ROM,16.94 cm  Full HD+ ,5000 
Qualcomm Snapdragon 665 Processor,48MP Rear Camera,iQOO 3 ,"32,990",8 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,5000 
Exynos 850 Octa Core Processor,16MP + 8MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro ,"13,498",6 GB RAM , 128 GB ROM,16.94 cm  Full HD+ ,5000 
MediaTek Helio G25 Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Redmi Note 9 Pro ,"13,556",4 GB RAM , 128 GB ROM,16.94 cm  Full HD+ ,5000 
Exynos 850 Octa Core Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone 12 ,"79,900",4 GB RAM , 64 GB ROM,13.87 cm  HD+ ,5000 
MediaTek Helio G85 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 6 Pro ,"19,999",4 GB RAM , 64 GB ROM ,16.54 cm  HD+ ,4000 
Exynos 9611 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO F15 ,"18,990",8 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,5000 
Qualcomm Snapdragon 665 Processor,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,Vivo Z1Pro ,"15,990",4 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4300 
Qualcomm Snapdragon 855+ Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Apple iPhone SE ,"49,999",4 GB RAM , 128 GB ROM ,Super AMOLED ,4000 
Qualcomm Snapdragon 855+ Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Samsung Galaxy M01 ,"7,916",6 GB RAM , 128 GB ROM,16.94 cm  Full HD+ ,6000 
MediaTek Helio G70 (12 nm) Processor,12MP + 12MP | 12MP Front Camera,Realme 5 Pro ,"13,999",6 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4000 
MediaTek Helio G70 (12 nm) Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Realme 5 Pro ,"14,999",8 GB RAM , 128 GB ROM ,16.43 cm  HD+ ,5000 
MediaTek Helio G70 (12 nm) Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,OPPO A31 ,"12,490",4 GB RAM , 128 GB ROM ,16.43 cm  HD+ ,6000 
Qualcomm Snapdragon 675 AIE Processor,16MP + 2MP + 8MP | 32MP Front Camera,OPPO F17 ,"18,390",6 GB RAM , 128 GB ROM,16.54 cm  HD+ ,4000 
Helio P65 Processor,12MP Rear Camera | 7MP Front Camera,Samsung Galaxy A21s ,"14,999",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,4000 
SC9863A Octa Core Processor,13MP + 2MP | 5MP Front Camera,Apple iPhone XR ,"48,999",6 GB RAM , 64 GB ROM ,15.49 cm  Super Retina XDR ,5020 
MediaTek MT6762 Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,Realme 5 Pro ,"13,999",6 GB RAM , 128 GB ROM,All Screen OLED ,5000 
Kirin 710F Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,OPPO A31 ,"12,490",3 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,3080 
Qualcomm Snapdragon 720G Processor,12MP + 2MP + 2MP | 8MP Front Camera,OPPO A5s ,"10,150",8 GB RAM , 256 GB ROM ,16.36 cm  Full HD+ ,4000 
MediaTek Helio G80 (12 nm) Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,Samsung Galaxy A21s ,"14,999",6 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,4200 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Apple iPhone XR ,"48,999",6 GB RAM , 64 GB ROM ,16.43 cm  HD+ ,3450 
Qualcomm Snapdragon 439 Processor,12MP Rear Camera | 7MP Front Camera,Redmi 8A Dual ,"8,495",2 GB RAM , 16 GB ROM ,16.94 cm  Full HD+ ,4230 
MediaTek Helio P95 Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,Realme 6 ,"13,999",8 GB RAM , 256 GB ROM ,16.59 cm  HD+ ,5000 
A13 Bionic Chip Processor,12MP + 2MP + 2MP | 8MP Front Camera,OPPO A11K ,"8,490",12 GB RAM , 256 GB ROM,16.51 cm  HD+ ,4000 
Qualcomm Snapdragon 460 Processor,13MP + 2MP | 8MP Front Camera,OPPO A11K ,"8,490",3 GB RAM , 32 GB ROM ,16.51 cm  HD+ ,5000 
MediaTek Helio G90T Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Vivo X50 ,"37,990",2 GB RAM , 32 GB ROM,16.26 cm  Full HD+ ,4230 
Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,12MP Rear Camera | 7MP Front Camera,Samsung M01 core ,"5,490",6 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,3765 
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,13MP + 2MP | 8MP Front Camera,Redmi 8 ,"9,999",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,5000 
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Samsung Galaxy A50s ,"14,999",3 GB RAM , 32 GB ROM ,16.13 cm  HD+ ,5020 
Helio P65 (MT6768) Processor,13MP + 2MP | 5MP Front Camera,Samsung Galaxy A51 ,"22,999",6 GB RAM , 128 GB ROM ,16.13 cm  HD+ ,4025 
Helio P65 (MT6768) Processor,13MP + 2MP | 5MP Front Camera,Redmi Note 9 ,"13,663",8 GB RAM , 128 GB ROM,16.59 cm  Full HD+ ,5000 
Helio P65 (MT6768) Processor,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,Redmi Note 9 ,"12,484",4 GB RAM , 64 GB ROM ,16.71 cm  Full HD+ ,4000 
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,8MP Rear Camera | 5MP Front Camera,Apple iPhone 11 ,"56,999",8 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,5000 
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,12MP + 2MP | 8MP Front Camera,OPPO Reno3 Pro ,"24,699",8 GB RAM , 256 GB ROM ,90 Hz Punch Hole ,5000 
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,48MP + 5MP + 8MP | 32MP Front Camera,Vivo Z1Pro ,"17,990",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4500 
Qualcomm® Snapdragon™ 750G Processor,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,Samsung Galaxy M31 ,"16,078",2 GB RAM , 32 GB ROM ,Super AMOLED ,4500 
Qualcomm Snapdragon 675 Processor,48MP Rear Camera,Samsung Galaxy A50s ,"14,999",4 GB RAM , 128 GB ROM ,16.94 cm  Full HD+ ,4000 
MediaTek Helio G85 Processor,48MP Rear Camera,Samsung Galaxy A51 ,"22,999",4 GB RAM , 64 GB ROM,16.94 cm  Full HD+ ,4500 
MediaTek Helio G85 Processor,12MP + 12MP | 12MP Front Camera,Realme X3 SuperZoom ,"32,999",8 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,4500 
MediaTek Helio G85 Processor,64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera,Redmi Note 9 Pro ,"17,599",8 GB RAM , 512 GB ROM ,16.59 cm  HD+ ,3080 
HiSilicon Kirin 980 Processor,World's 1st 44MP Dual Punch Hole Camera,Samsung Galaxy S10 Lite ,"36,999",8 GB RAM , 256 GB ROM ,16.59 cm  HD+ ,4300 
Qualcomm Snapdragon 665 Processor,16MP + 2MP + 8MP | 32MP Front Camera,Samsung Galaxy A50s ,"14,999",6 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,5020 
Qualcomm Snapdragon 665 Processor,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,Redmi Note 8 Pro ,"19,999",8 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,4000 
Kirin 710F Processor,48MP + 8MP + 5MP | 32MP Front Camera,OPPO F17 ,"16,990",3 GB RAM , 32 GB ROM ,16.71 cm  Full HD+ ,5000 
Kirin 710F Processor,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,Mi 10T ,"37,999",6 GB RAM , 128 GB ROM ,16.71 cm  Full HD+ ,3010 
MediaTek Helio P35 (MTK6765) Processor,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,OPPO A52 ,"14,990",6 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,4300 
Qualcomm Snapdragon 665 2 GHz Processor,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,Vivo Y12 ,"10,990",4 GB RAM , 64 GB ROM ,16.51 cm  Full HD+ ,4230 
MediaTek Helio P22 Processor,48MP + 12MP + 5MP | 32MP Front Camera,Vivo X50 Pro ,"49,990",4 GB RAM , 128 GB ROM,90 Hz Ultra Smooth ,4000 
Qualcomm Snapdragon 665 AIE Processor,48MP + 8MP + 5MP | 32MP Front Camera,OPPO F17 ,"18,390",6 GB RAM , 128 GB ROM,15.49 cm  ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,Samsung Galaxy A71 ,"29,499",6 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,4000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,Apple iPhone 12 ,"79,900",3 GB RAM , 32 GB ROM ,16.26 cm  Full HD+ ,5000 
MediaTek | MT6739WW quad core  Processor,64MP Rear Camera | 20MP Front Camera,Samsung Galaxy A51 ,"24,499",6 GB RAM , 64 GB ROM ,Super AMOLED ,5000 
Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,12MP + 8MP + 2MP + 2MP | 16MP Front Camera,iQOO 3 ,"29,990",4 GB RAM , 64 GB ROM,16.94 cm  Full HD+ ,5000 
Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,13MP + 2MP + 8MP | 8MP Front Camera,iQOO 3 ,"29,990",3 GB RAM , 32 GB ROM ,15.75 cm  HD+ ,5000 
Qualcomm Snapdragon 636 Processor,48MP + 13MP + 8MP + 8MP | 32MP Front Camera,Samsung Galaxy A71 ,"29,499",3 GB RAM , 32 GB ROM ,15.75 cm  HD+ ,4500 
Qualcomm Snapdragon 636 Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi 8A Dual ,"8,599",3 GB RAM , 64 GB ROM,15.75 cm  HD+ ,2510 
Qualcomm Snapdragon 720G Processor,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,Redmi Note 8 ,"13,999",8 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4000 
MediaTek Helio G90T Processor,12MP + 12MP | 12MP Front Camera,Realme 5 Pro ,"16,999",6 GB RAM , 128 GB ROM ,Super AMOLED ,4000 
Qualcomm Snapdragon 675 Processor,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,Realme 5 Pro ,"16,999",8 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,4000 
Qualcomm Snapdragon 665 (2 GHz) Processor,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,Samsung M01 core ,"6,285",6 GB RAM , 128 GB ROM,16.51 cm  HD+ ,5020 
Qualcomm Snapdragon 665 2 GHz Processor,48MP + 13MP + 13MP + 2MP | 16MP Front Camera,Redmi Note 8 ,"13,999",2 GB RAM , 32 GB ROM,16.36 cm  Full HD+ ,6000 
MediaTek Helio G90T Processor,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,Mi 10i ,"25,598",6 GB RAM , 64 GB ROM ,15.49 cm  ,6000 
Qualcomm Snapdragon 665 (2 GHz) Processor,13MP + 2MP | 8MP Front Camera,Mi 10i ,"25,848",2 GB RAM , 32 GB ROM,16.76 cm  HD+ ,4500 
Qualcomm Snapdragon 665 2 GHz Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Vivo Y12 ,"10,990",8 GB RAM , 128 GB ROM ,16.76 cm  HD+ ,4500 
Qualcomm Snapdragon 662 Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,Apple iPhone 11 Pro ,"82,999",4 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,2510 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,Realme X3 SuperZoom ,"27,999",4 GB RAM , 128 GB ROM,15.8 cm  HD+ ,6000 
Qualcomm Snapdragon 665 Processor,8MP Rear Camera | 5MP Front Camera,OPPO A9 2020 ,"15,990",8 GB RAM , 128 GB ROM ,11.94 cm  Retina HD ,4500 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Samsung Galaxy A21s ,"17,499",6 GB RAM , 128 GB ROM ,16.59 cm  Full HD+ ,6000 
Qualcomm Snapdragon 855 Processor,108MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi 9A ,"8,750",6 GB RAM , 128 GB ROM,15.75 cm  HD+ ,4230 
A13 Bionic Chip Processor,108MP + 8MP + 2MP + 2MP | 16MP Front Camera,Samsung Galaxy A21s ,"17,499",4 GB RAM , 64 GB ROM ,15.75 cm  HD+ ,4230 
A14 Bionic Chip with Next Generation Neural Engine Processor,13MP + 2MP + 8MP | 8MP Front Camera,Redmi Note 9 ,"14,788",6 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,4230 
A13 Bionic Chip Processor,12MP + 12MP + 12MP | 12MP Front Camera,Redmi Note 9 ,"13,990",4 GB RAM , 64 GB ROM ,Amoled ,4230 
Qualcomm Snapdragon 665 Processor,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Samsung Galaxy A51 ,"24,499",4 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,4000 
MediaTek Helio G90T Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi 9 ,"10,533",3 GB RAM , 32 GB ROM ,Amoled ,4500 
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Samsung Galaxy Note 10 Plus ,"59,999",3 GB RAM , 32 GB ROM ,15.49 cm  Liquid Retina HD ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,13MP Rear Camera | 5MP Front Camera,Realme 5s ,"11,999",4 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,6000 
Kirin 710F Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,OPPO A15 ,"10,049",6 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,4500 
MediaTek Helio P35 (MTK6765) Processor,48MP Rear Camera,Realme X3 SuperZoom ,"29,999",8 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,4000 
Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,48MP Rear Camera,Realme X3 SuperZoom ,"27,999",2 GB RAM , 32 GB ROM ,16.43 cm  HD+ ,1150 
MediaTek MT6762 Processor,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,Realme Narzo 10A ,"9,999",4 GB RAM , 128 GB ROM ,15.49 cm  ,3000 
MediaTek Helio P90 Processor,13MP Rear Camera,Realme Narzo 10A ,"9,999",6 GB RAM , 128 GB ROM ,15.49 cm  ,3080 
Qualcomm Snapdragon 720G Processor,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,Realme Narzo 10A ,"8,999",6 GB RAM , 128 GB ROM,15.49 cm  Liquid Retina HD ,4000 
Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Vivo V17Pro ,"22,990",64 MB RAM , 128 MB ROM ,16.59 cm  Full HD+ ,4500 
Qualcomm Snapdragon 425 Processor,48 MP AI Quad camera,Vivo Y19 ,"15,990",4 GB RAM , 128 GB ROM ,16.59 cm  HD+ ,4500 
MediaTek Helio P90 Processor,13MP Rear Camera,Nokia C3 ,"6,999",4 GB RAM , 64 GB ROM ,16.59 cm  HD+ ,4500 
Qualcomm Snapdragon 865 Processor,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Redmi Note 8 ,"10,978",2 GB RAM , 16 GB ROM ,16.59 cm  Full HD+ ,4020 
SC9863 Octa Core Processor,64MP + 8MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Samsung Galaxy A10s ,"9,999",8 GB RAM , 128 GB ROM ,14.48 cm  HD+ ,5000 
Exynos 850 Octa Core Processor,12MP + 2MP + 2MP | 5MP Front Camera,Honor 9X ,"13,999",6 GB RAM , 128 GB ROM ,16.71 cm  Full HD+ ,3000 
Qualcomm Snapdragon™ 855 Octa-core (up to 2.84 GHz x 1 + 2.42 GHz x 3 + 1.79 GHz x 4) Processor,12MP + 2MP + 2MP | 5MP Front Camera,Vivo V20 ,"24,990",6 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,4000 
MediaTek Helio G70 (12 nm) Processor,12MP + 2MP + 2MP | 5MP Front Camera,Samsung M31 Prime ,"17,389",4 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,4000 
MediaTek Helio P35 Octa Core Processor,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,Realme Narzo 10 ,"11,999",4 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,5000 
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,16MP + 8MP + 2MP | 16MP Front Camera,Lenovo A7 ,"7,990",4 GB RAM , 64 GB ROM ,16.69 cm  Full HD+ ,5000 
MediaTek Helio P22 Processor,8MP Rear Camera | 5MP Front Camera,Redmi Note 9 ,"12,990",3 GB RAM , 64 GB ROM ,120 Hz Smooth ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 8MP | 13MP Front Camera,Redmi Note 8 ,"13,990",3 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4000 
Qualcomm Snapdragon 720G Processor,13MP + 2MP | 8MP Front Camera,Redmi 8 ,"9,999",2 GB RAM , 32 GB ROM ,16.33 cm  Full HD+ ,4000 
MediaTek Helio P95 Processor,48MP + 8MP + 2MP | 16MP Front Camera,OPPO Reno3 Pro ,"27,990",2 GB RAM , 32 GB ROM ,In-,4020 
Exynos 850 Octa Core Processor,64MP + 8MP + 2MP | 44MP Front Camera,Apple iPhone 11 ,"56,999",8 GB RAM , 128 GB ROM ,16.33 cm  Full HD+ ,4000 
MediaTek MT6762 Processor,64MP Rear Camera,Motorola E7 Plus ,"9,999",4 GB RAM , 64 GB ROM ,In-,4500 
Qualcomm Snapdragon 665 Processor,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme 6 ,"15,999",12 GB RAM , 256 GB ROM,16.51 cm  ,5000 
Qualcomm Snapdragon 665 Processor,13MP Rear Camera | 5MP Front Camera,Samsung Galaxy M11 ,"10,995",6 GB RAM , 128 GB ROM ,16.56 cm  HD+ ,3000 
Qualcomm SM6150 Processor,48MP Rear Camera,Realme 5 Pro ,"14,999",3 GB RAM , 32 GB ROM ,17.32 cm  HD+ ,4500 
Qualcomm Snapdragon 855 (SM8150) Processor,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,Realme 5 Pro ,"14,999",6 GB RAM , 128 GB ROM ,16.54 cm  HD+ ,4500 
MediaTek Helio P90 Processor,12MP + 2MP | 8MP Front Camera,Vivo S1 ,"16,990",3 GB RAM , 32 GB ROM ,16.54 cm  HD+ ,4500 
A13 Bionic Chip Processor,64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera,Vivo S1 ,"19,990",4 GB RAM , 64 GB ROM ,16.71 cm  Full HD+ ,4000 
Helio P65 (MT6768) Processor,World's 1st 44MP Dual Punch Hole Camera,Vivo S1 ,"16,990",8 GB RAM , 128 GB ROM ,16.26 cm  Full HD+ ,4000 
A12 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,OPPO A15 ,"9,490",8 GB RAM , 128 GB ROM,In-,5000 
Exynos 9810 Processor,48MP + 2MP | 8MP Front Camera,Realme X ,"20,999",6 GB RAM , 64 GB ROM,16.69 cm  Full HD+ ,5000 
Qualcomm Snapdragon 625 Processor,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,Realme X ,"17,999",6 GB RAM , 64 GB ROM ,120 Hz Smooth ,6000 
Snapdragon 720G Processor,13MP + 5MP + 2MP | 8MP Front Camera,Realme X ,"20,999",8 GB RAM , 128 GB ROM ,11.94 cm  Retina HD ,3000 
Qualcomm® Snapdragon™ 720G Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,Mi 10i ,"23,495",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,5000 
MediaTek Helio P35 (MTK6765) Processor,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,Redmi Note 7 Pro ,"10,999",4 GB RAM , 64 GB ROM ,Super AMOLED ,3700 
Qualcomm Snapdragon 665 (2 GHz) Processor,16MP + 8MP + 2MP | 32MP Front Camera,Redmi Note 9 ,"13,465",6 GB RAM , 128 GB ROM,17.65 cm  HD+ ,4230 
Qualcomm Snapdragon 660 AIE Processor,16MP + 8MP + 2MP | 32MP Front Camera,Redmi Note 9 ,"14,990",2 GB RAM , 16 GB ROM ,15.49 cm  Liquid Retina HD ,4000 
Snapdragon 720G Processor,16MP + 8MP + 2MP | 32MP Front Camera,Redmi Note 9 ,"13,699",4 GB RAM , 64 GB ROM ,16.51 cm  HD+ ,4000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP Rear Camera,Honor 20 ,"22,999",8 GB RAM , 128 GB ROM ,16.76 cm  HD+ ,4000 
MediaTek Helio P60 Octa Core 2.0 GHz Processor,48MP + 5MP | 16MP Front Camera,OPPO A52 ,"18,990",4 GB RAM , 64 GB ROM ,15.49 cm  Liquid Retina HD ,4000 
MTK Helio P70 Processor,48MP + 5MP | 16MP Front Camera,OPPO A52 ,"18,990",4 GB RAM , 128 GB ROM,11.94 cm  Retina HD ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 5MP | 16MP Front Camera,Honor 9X ,"16,999",2 GB RAM , 32 GB ROM ,15.49 cm  Liquid Retina HD ,2300 
Qualcomm Snapdragon 665 Processor,108MP + 8MP + 2MP + 2MP | 16MP Front Camera,Honor 9X ,"16,999",2 GB RAM , 32 GB ROM ,16.51 cm  HD+ ,6000 
A13 Bionic Chip Processor,48MP + 5MP | 13MP Front Camera,Infinix S5 Pro ,"12,999",6 GB RAM , 64 GB ROM ,90 Hz Punch Hole ,3080 
